nom_commune_adherente;code_insee_commune_adherente;zip_code;nom_commune_zip
Saint-Cosme-en-Vairais;72276;72110;Saint-Cosme-en-Vairais, 72110
Prévelles;72246;72110;Prévelles, 72110
Terrehault;72352;72110;Terrehault, 72110
Saint-Aignan;72265;72110;Saint-Aignan, 72110
Courcival;72102;72110;Courcival, 72110
Saint-Georges-du-Rosay;72281;72110;Saint-Georges-du-Rosay, 72110
Jauzé;72148;72110;Jauzé, 72110
Courcemont;72101;72110;Courcemont, 72110
Beaufay;72026;72110;Beaufay, 72110
Briosne-lès-Sables;72048;72110;Briosne-lès-Sables, 72110
Saint-Denis-des-Coudrais;72277;72110;Saint-Denis-des-Coudrais, 72110
Rouperroux-le-Coquet;72259;72110;Rouperroux-le-Coquet, 72110
Saint-Célerin;72271;72110;Saint-Célerin, 72110
Torcé-en-Vallée;72359;72110;Torcé-en-Vallée, 72110
Betton-Bettonet;73041;73390;Betton-Bettonet, 73390
Chamoux-sur-Gelon;73069;73390;Chamoux-sur-Gelon, 73390
Hauteville;73133;73390;Hauteville, 73390
Villard-Léger;73315;73390;Villard-Léger, 73390
Montendry;73166;73390;Montendry, 73390
Châteauneuf;73079;73390;Châteauneuf, 73390
Chamousset;73068;73390;Chamousset, 73390
Champ-Laurent;73072;73390;Champ-Laurent, 73390
Bourgneuf;73053;73390;Bourgneuf, 73390
Moussy-le-Vieux;77323;77230;Moussy-le-Vieux, 77230
Marchémoret;77273;77230;Marchémoret, 77230
Longperrier;77259;77230;Longperrier, 77230
Moussy-le-Neuf;77322;77230;Moussy-le-Neuf, 77230
Vinantes;77525;77230;Vinantes, 77230
Dammartin-en-Goële;77153;77230;Dammartin-en-Goële, 77230
Montgé-en-Goële;77308;77230;Montgé-en-Goële, 77230
Thieux;77462;77230;Thieux, 77230
Saint-Mard;77420;77230;Saint-Mard, 77230
Villeneuve-sous-Dammartin;77511;77230;Villeneuve-sous-Dammartin, 77230
Juilly;77241;77230;Juilly, 77230
Rouvres;77392;77230;Rouvres, 77230
Nantouillet;77332;77230;Nantouillet, 77230
Triel-sur-Seine;78624;78510;Triel-sur-Seine, 78510
Port-Saint-Louis-du-Rhône;13078;13230;Port-Saint-Louis-du-Rhône, 13230
Gonneville-sur-Mer;14305;14510;Gonneville-sur-Mer, 14510
Houlgate;14338;14510;Houlgate, 14510
Albias;82002;82350;Albias, 82350
Les Salles-sur-Verdon;83122;83630;Les Salles-sur-Verdon, 83630
Vérignon;83147;83630;Vérignon, 83630
Bauduen;83015;83630;Bauduen, 83630
Baudinard-sur-Verdon;83014;83630;Baudinard-sur-Verdon, 83630
Aups;83007;83630;Aups, 83630
Artignosc-sur-Verdon;83005;83630;Artignosc-sur-Verdon, 83630
Aiguines;83002;83630;Aiguines, 83630
Moissac-Bellevue;83078;83630;Moissac-Bellevue, 83630
Régusse;83102;83630;Régusse, 83630
Mornay-Berry;18154;18350;Mornay-Berry, 18350
Ourouer-les-Bourdelins;18175;18350;Ourouer-les-Bourdelins, 18350
Blet;18031;18350;Blet, 18350
Croisy;18080;18350;Croisy, 18350
Saint-Hilaire-de-Gondilly;18215;18350;Saint-Hilaire-de-Gondilly, 18350
Tendron;18260;18350;Tendron, 18350
Ignol;18113;18350;Ignol, 18350
Lugny-Bourbonnais;18131;18350;Lugny-Bourbonnais, 18350
Charly;18054;18350;Charly, 18350
Flavigny;18095;18350;Flavigny, 18350
Nérondes;18160;18350;Nérondes, 18350
Cornusse;18072;18350;Cornusse, 18350
Chaumont;18060;18350;Chaumont, 18350
Campo;2A056;20142;Campo, 20142
Quasquara;2A253;20142;Quasquara, 20142
Ayron;86017;86190;Ayron, 86190
Vouillé;86294;86190;Vouillé, 86190
Chiré-en-Montreuil;86074;86190;Chiré-en-Montreuil, 86190
Frozes;86102;86190;Frozes, 86190
Béruges;86024;86190;Béruges, 86190
Maillé;86142;86190;Maillé, 86190
Quinçay;86204;86190;Quinçay, 86190
Villiers;86292;86190;Villiers, 86190
Chalandray;86050;86190;Chalandray, 86190
Latillé;86121;86190;Latillé, 86190
Peyrat-le-Château;87117;87470;Peyrat-le-Château, 87470
Plérin;22187;22190;Plérin, 22190
Cornille;24135;24750;Cornille, 24750
Trélissac;24557;24750;Trélissac, 24750
Boulazac Isle Manoire (avant 2017);24053;24750;Boulazac Isle Manoire (avant 2017), 24750
BOULAZAC;24053;24750;BOULAZAC, 24750
Sanilhac;24312;24750;Sanilhac, 24750
Boulazac Isle Manoire;24053;24750;Boulazac Isle Manoire, 24750
Champcevinel;24098;24750;Champcevinel, 24750
NOTRE-DAME-DE-SANILHAC;24312;24750;NOTRE-DAME-DE-SANILHAC, 24750
Linas;91339;91310;Linas, 91310
Leuville-sur-Orge;91333;91310;Leuville-sur-Orge, 91310
Montlhéry;91425;91310;Montlhéry, 91310
Longpont-sur-Orge;91347;91310;Longpont-sur-Orge, 91310
Saint-Ouen-de-Thouberville;27580;27310;Saint-Ouen-de-Thouberville, 27310
Caumont;27133;27310;Caumont, 27310
Honguemare-Guenouville;27340;27310;Honguemare-Guenouville, 27310
BOSC-BENARD-CRESCY;27085;27310;BOSC-BENARD-CRESCY, 27310
Bouquetot;27102;27310;Bouquetot, 27310
Bourg-Achard;27103;27310;Bourg-Achard, 27310
Flancourt-Crescy-en-Roumois;27085;27310;Flancourt-Crescy-en-Roumois, 27310
Barneville-sur-Seine;27039;27310;Barneville-sur-Seine, 27310
Bosgouet;27091;27310;Bosgouet, 27310
La Trinité-de-Thouberville;27661;27310;La Trinité-de-Thouberville, 27310
Taverny;95607;95150;Taverny, 95150
Lannilis;29117;29870;Lannilis, 29870
Landéda;29101;29870;Landéda, 29870
Coat-Méal;29035;29870;Coat-Méal, 29870
Tréglonou;29290;29870;Tréglonou, 29870
Lirac;30149;30126;Lirac, 30126
Tavel;30326;30126;Tavel, 30126
Saint-Laurent-des-Arbres;30278;30126;Saint-Laurent-des-Arbres, 30126
Gagnac-sur-Garonne;31205;31150;Gagnac-sur-Garonne, 31150
Bruguières;31091;31150;Bruguières, 31150
Lespinasse;31293;31150;Lespinasse, 31150
Gratentour;31230;31150;Gratentour, 31150
Fenouillet;31182;31150;Fenouillet, 31150
Cologne;32106;32430;Cologne, 32430
Touget;32448;32430;Touget, 32430
Ardizas;32007;32430;Ardizas, 32430
Encausse;32120;32430;Encausse, 32430
Roquelaure-Saint-Aubin;32349;32430;Roquelaure-Saint-Aubin, 32430
Saint-Georges;32377;32430;Saint-Georges, 32430
Sirac;32435;32430;Sirac, 32430
Thoux;32444;32430;Thoux, 32430
Saint-Cricq;32372;32430;Saint-Cricq, 32430
Sainte-Anne;32357;32430;Sainte-Anne, 32430
Villeneuve;33551;33710;Villeneuve, 33710
Lansac;33228;33710;Lansac, 33710
Saint-Ciers-de-Canesse;33388;33710;Saint-Ciers-de-Canesse, 33710
Tauriac;33525;33710;Tauriac, 33710
Gauriac;33182;33710;Gauriac, 33710
Prignac-et-Marcamps;33339;33710;Prignac-et-Marcamps, 33710
Bourg;33067;33710;Bourg, 33710
Comps;33132;33710;Comps, 33710
Samonac;33500;33710;Samonac, 33710
Mombrier;33285;33710;Mombrier, 33710
Teuillac;33530;33710;Teuillac, 33710
Saint-Seurin-de-Bourg;33475;33710;Saint-Seurin-de-Bourg, 33710
Pugnac;33341;33710;Pugnac, 33710
Saint-Trojan;33486;33710;Saint-Trojan, 33710
Bayon-sur-Gironde;33035;33710;Bayon-sur-Gironde, 33710
Juvignac;34123;34990;Juvignac, 34990
Baraize;36012;36270;Baraize, 36270
Bazaiges;36014;36270;Bazaiges, 36270
Éguzon-Chantôme;36070;36270;Éguzon-Chantôme, 36270
Saint-Avertin;37208;37550;Saint-Avertin, 37550
Crêts en Belledonne;38439;38830;Crêts en Belledonne, 38830
Villenave;40330;40110;Villenave, 40110
Morcenx;40197;40110;Morcenx, 40110
Arengosse;40006;40110;Arengosse, 40110
Ousse-Suzan;40215;40110;Ousse-Suzan, 40110
Morcenx-la-Nouvelle;40197;40110;Morcenx-la-Nouvelle, 40110
Ygos-Saint-Saturnin;40333;40110;Ygos-Saint-Saturnin, 40110
Onesse-Laharie;40210;40110;Onesse-Laharie, 40110
Saint-Germain-la-Montagne;42229;42670;Saint-Germain-la-Montagne, 42670
Écoche;42086;42670;Écoche, 42670
Belleroche;42014;42670;Belleroche, 42670
Belmont-de-la-Loire;42015;42670;Belmont-de-la-Loire, 42670
Montbouy;45210;45230;Montbouy, 45230
La Bussière;45060;45230;La Bussière, 45230
Saint-Maurice-sur-Aveyron;45292;45230;Saint-Maurice-sur-Aveyron, 45230
Châtillon-Coligny;45085;45230;Châtillon-Coligny, 45230
Adon;45001;45230;Adon, 45230
Dammarie-sur-Loing;45121;45230;Dammarie-sur-Loing, 45230
Le Charme;45079;45230;Le Charme, 45230
Sainte-Geneviève-des-Bois;45278;45230;Sainte-Geneviève-des-Bois, 45230
Feins-en-Gâtinais;45143;45230;Feins-en-Gâtinais, 45230
La Chapelle-sur-Aveyron;45077;45230;La Chapelle-sur-Aveyron, 45230
Aillant-sur-Milleron;45002;45230;Aillant-sur-Milleron, 45230
Saint-Lambert-la-Potherie;49294;49070;Saint-Lambert-la-Potherie, 49070
Beaucouzé;49020;49070;Beaucouzé, 49070
Saint-Léger-des-Bois;49298;49070;Saint-Léger-des-Bois, 49070
Saint-Léger-de-Linières;49298;49070;Saint-Léger-de-Linières, 49070
Donville-les-Bains;50165;50350;Donville-les-Bains, 50350
Villerupt;54580;54190;Villerupt, 54190
Bréhain-la-Ville;54096;54190;Bréhain-la-Ville, 54190
Tiercelet;54525;54190;Tiercelet, 54190
Damgan;56052;56750;Damgan, 56750
Faumont;59222;59310;Faumont, 59310
Saméon;59551;59310;Saméon, 59310
Mouchin;59419;59310;Mouchin, 59310
Orchies;59449;59310;Orchies, 59310
Auchy-lez-Orchies;59029;59310;Auchy-lez-Orchies, 59310
Nomain;59435;59310;Nomain, 59310
Aix-en-Pévèle;59004;59310;Aix-en-Pévèle, 59310
Beuvry-la-Forêt;59080;59310;Beuvry-la-Forêt, 59310
Landas;59330;59310;Landas, 59310
Coutiches;59158;59310;Coutiches, 59310
Éragny-sur-Epte;60211;60590;Éragny-sur-Epte, 60590
